Seq_number,Sample Name,Jar,Sample Number,Sample Name,Jar,,Jar_improved,Barcode,New_name,Location,Year,ext_rep,tech_rep,Sample_Control,Control_Type,Date,Lat,Lon,Lat Lon,Volume
CO1_PCR.NEG.2.S292.L002,Tech_rep_3_0903_93.3_60,0903_93.3_60,248,Tech_rep_3_0903_93.3_60,0903_93.3_60,,2009_3_93.3_60,CO256,CO1_2009_3_93.3_60_1_3,2009_3_93.3_60,2009,1,3,Sample,NA,3/9/09,31.85,-119.57,31.85 N 119.57 W,125
CO1_ETHOHJAR.227.S293.L002,Tech_rep_3_1004_80_60,1004_80_60,249,Tech_rep_3_1004_80_60,1004_80_60,,2010_5_80_60,CO257,CO1_2010_5_80_60_1_3,2010_5_80_60,2010,1,3,Sample,NA,5/17/10,34.146667,-121.143333,34.146667 N 121.143333 W,125
CO1_ETHOHJAR.228.S294.L002,Tech_rep_3_1004_93.3_30,1004_93.3_30,250,Tech_rep_3_1004_93.3_30,1004_93.3_30,,2010_4_93.3_30,CO258,CO1_2010_4_93.3_30_1_3,2010_4_93.3_30,2010,1,3,Sample,NA,4/27/10,32.848333,-117.531667,32.848333 N 117.531667 W,125
CO1_ETHOHJAR.229.S295.L002,Tech_rep_3_1004_93.3_60,1004_93.3_60,251,Tech_rep_3_1004_93.3_60,1004_93.3_60,,2010_4_93.3_60,CO259,CO1_2010_4_93.3_60_1_3,2010_4_93.3_60,2010,1,3,Sample,NA,4/28/10,31.848333,-119.57,31.848333 N 119.57 W,125
missing,Tech_rep_3_1104_80_60,1104_80_60,252,Tech_rep_3_1104_80_60,1104_80_60,,2011_4_80_60,CO260,CO1_2011_4_80_60_1_3,2011_4_80_60,2011,1,3,Sample,NA,4/23/11,34.15,-121.155,34.15 N 121.155 W,50
CO1_ETHOHJAR.231.S297.L002,Tech_rep_3_1104_86.7_50,1104_86.7_50,253,Tech_rep_3_1104_86.7_50,1104_86.7_50,,2011_4_86.7_50,CO261,CO1_2011_4_86.7_50_1_3,2011_4_86.7_50,2011,1,3,Sample,NA,4/18/11,33.325,-119.668333,33.325 N 119.668333 W,125
CO1_ETHOHJAR.232.S298.L002,Tech_rep_3_1104_93.3_30,1104_93.3_30,254,Tech_rep_3_1104_93.3_30,1104_93.3_30,,2011_4_93.3_30,CO262,CO1_2011_4_93.3_30_1_3,2011_4_93.3_30,2011,1,3,Sample,NA,4/10/11,32.848333,-117.528333,32.848333 N 117.528333 W,125
CO1_ETHOHJAR.233.S299.L002,Tech_rep_3_1104_93.3_60,1104_93.3_60,255,Tech_rep_3_1104_93.3_60,1104_93.3_60,,2011_4_93.3_60,CO263,CO1_2011_4_93.3_60_1_3,2011_4_93.3_60,2011,1,3,Sample,NA,4/11/11,31.851667,-119.578333,31.851667 N 119.578333 W,125
CO1_ETHOHJAR.234.S300.L002,Tech_rep_3_1203_80_60,1203_80_60,256,Tech_rep_3_1203_80_60,1203_80_60,,2012_4_80_60,CO264,CO1_2012_4_80_60_1_3,2012_4_80_60,2012,1,3,Sample,NA,4/6/12,34.151667,-121.148333,34.151667 N 121.148333 W,125
CO1_ETHOHJAR.235.S301.L002,Tech_rep_3_1203_86.7_50,1203_86.7_50,257,Tech_rep_3_1203_86.7_50,1203_86.7_50,,2012_3_86.7_50,CO265,CO1_2012_3_86.7_50_1_3,2012_3_86.7_50,2012,1,3,Sample,NA,3/31/12,33.321667,-119.665,33.321667 N 119.665 W,125
missing,Tech_rep_3_1203_93.3_30,1203_93.3_30,258,Tech_rep_3_1203_93.3_30,1203_93.3_30,,2012_3_93.3_30,CO266,CO1_2012_3_93.3_30_1_3,2012_3_93.3_30,2012,1,3,Sample,NA,3/25/12,32.843333,-117.533333,32.843333 N 117.533333 W,125
CO1_ETHOHJAR.237.S303.L002,Tech_rep_3_1203_93.3_60,1203_93.3_60,259,Tech_rep_3_1203_93.3_60,1203_93.3_60,,2012_3_93.3_60,CO267,CO1_2012_3_93.3_60_1_3,2012_3_93.3_60,2012,1,3,Sample,NA,3/26/12,31.845,-119.573333,31.845 N 119.573333 W,125
CO1_ETHOHJAR.238.S304.L002,Tech_rep_3_1304_80_60,1304_80_60,260,Tech_rep_3_1304_80_60,1304_80_60,,2013_4_80_60,CO268,CO1_2013_4_80_60_1_3,2013_4_80_60,2013,1,3,Sample,NA,4/20/13,34.15232,-121.16733,34.15232 N 121.16733 W,125
CO1_ETHOHJAR.239.S305.L002,Tech_rep_3_1304_86.7_50,1304_86.7_50,261,Tech_rep_3_1304_86.7_50,1304_86.7_50,,2013_4_86.7_50,CO269,CO1_2013_4_86.7_50_1_3,2013_4_86.7_50,2013,1,3,Sample,NA,4/15/13,33.3245,-119.66017,33.3245 N 119.66017 W,125
CO1_ETHOHJAR.240.S306.L002,Tech_rep_3_1304_93.3_30,1304_93.3_30,262,Tech_rep_3_1304_93.3_30,1304_93.3_30,,2013_4_93.3_30,CO270,CO1_2013_4_93.3_30_1_3,2013_4_93.3_30,2013,1,3,Sample,NA,4/7/13,32.8385,-117.533,32.8385 N 117.533 W,125
CO1_ETHOHJAR.241.S307.L002,Tech_rep_3_1304_93.3_60,1304_93.3_60,263,Tech_rep_3_1304_93.3_60,1304_93.3_60,,2013_4_93.3_60,CO271,CO1_2013_4_93.3_60_1_3,2013_4_93.3_60,2013,1,3,Sample,NA,4/11/13,31.8475,-119.5805,31.8475 N 119.5805 W,125
CO1_ETHOHJAR.242.S308.L002,Tech_rep_3_1404_80_60_J1,1404_80_60_J1,264,Tech_rep_3_1404_80_60_J1,1404_80_60_J1,,2014_4_80_60_J1,CO272,CO1_2014_4_80_60_1_3,2014_4_80_60,2014,1,3,Sample,NA,4/13/14,34.16203,-121.15758,34.16203 N 121.15758 W,125
CO1_ETHOHJAR.243.S309.L002,Tech_rep_3_1404_80_60_J2,1404_80_60_J2,265,Tech_rep_3_1404_80_60_J2,1404_80_60_J2,,2014_4_80_60_J2,CO273,CO1_2014_4_80_60_2_3,2014_4_80_60,2014,2,3,Sample,NA,4/13/14,34.16203,-121.15758,34.16203 N 121.15758 W,125
CO1_ETHOHJAR.244.S310.L002,Tech_rep_3_1404_93.3_30,1404_93.3_30,266,Tech_rep_3_1404_93.3_30,1404_93.3_30,,2014_4_93.3_30,CO274,CO1_2014_4_93.3_30_1_3,2014_4_93.3_30,2014,1,3,Sample,NA,4/2/14,32.84772,-117.53193,32.84772 N 117.53193 W,125
CO1_ETHOHJAR.245.S311.L002,Tech_rep_3_1404_93.3_60,1404_93.3_60,267,Tech_rep_3_1404_93.3_60,1404_93.3_60,,2014_4_93.3_60,CO275,CO1_2014_4_93.3_60_1_3,2014_4_93.3_60,2014,1,3,Sample,NA,4/3/14,31.84738,-119.56267,31.84738 N 119.56267 W,125
CO1_ETHOHJAR.246.S312.L002,Tech_rep_3_1504_80_60,1504_80_60,268,Tech_rep_3_1504_80_60,1504_80_60,,2015_4_80_60,CO276,CO1_2015_4_80_60_1_3,2015_4_80_60,2015,1,3,Sample,NA,4/16/15,34.15052,-121.14713,34.15052 N 121.14713 W,100
CO1_ETHOHJAR.247.S313.L002,Tech_rep_3_1504_86.7_50,1504_86.7_50,269,Tech_rep_3_1504_86.7_50,1504_86.7_50,,2015_4_86.7_50,CO277,CO1_2015_4_86.7_50_1_3,2015_4_86.7_50,2015,1,3,Sample,NA,4/11/15,33.32897,-119.6576,33.32897 N 119.6576 W,125
CO1_ETHOHJAR.248.S314.L002,Tech_rep_3_1504_93.3_30,1504_93.3_30,270,Tech_rep_3_1504_93.3_30,1504_93.3_30,,2015_4_93.3_30,CO278,CO1_2015_4_93.3_30_1_3,2015_4_93.3_30,2015,1,3,Sample,NA,4/5/15,32.84228,-117.53622,32.84228 N 117.53622 W,125
CO1_ETHOHJAR.249.S315.L002,Tech_rep_3_1504_93.3_60,1504_93.3_60,271,Tech_rep_3_1504_93.3_60,1504_93.3_60,,2015_4_93.3_60,CO279,CO1_2015_4_93.3_60_1_3,2015_4_93.3_60,2015,1,3,Sample,NA,4/6/15,31.84518,-119.56667,31.84518 N 119.56667 W,125
CO1_ETHOHJAR.250.S316.L002,Tech_rep_3_1604_86.7_50_J1,1604_86.7_50_J1,272,Tech_rep_3_1604_86.7_50_J1,1604_86.7_50_J1,,2016_4_86.7_50_J1,CO280,CO1_2016_4_86.7_50_1_3,2016_4_86.7_50,2016,1,3,Sample,NA,4/9/16,33.31567,-119.65623,33.31567 N 119.65623 W,125
CO1_ETHOHJAR.251.S317.L002,Tech_rep_3_1604_86.7_50_J2,1604_86.7_50_J2,273,Tech_rep_3_1604_86.7_50_J2,1604_86.7_50_J2,,2016_4_86.7_50_J2,CO281,CO1_2016_4_86.7_50_2_3,2016_4_86.7_50,2016,2,3,Sample,NA,4/9/16,33.31567,-119.65623,33.31567 N 119.65623 W,125
CO1_ETHOHJAR.252.S318.L002,Tech_rep_3_1604_93.3_30,1604_93.3_30,274,Tech_rep_3_1604_93.3_30,1604_93.3_30,,2016_4_93.3_30,CO282,CO1_2016_4_93.3_30_1_3,2016_4_93.3_30,2016,1,3,Sample,NA,4/2/16,32.84232,-117.53212,32.84232 N 117.53212 W,125
CO1_ETHOHJAR.253.S319.L002,Tech_rep_3_1604_93.3_60,1604_93.3_60,275,Tech_rep_3_1604_93.3_60,1604_93.3_60,,2016_4_93.3_60,CO283,CO1_2016_4_93.3_60_1_3,2016_4_93.3_60,2016,1,3,Sample,NA,4/3/16,31.84073,-119.57013,31.84073 N 119.57013 W,125
CO1_ETHOHJAR.254.S320.L002,Tech_rep_3_1704_80_60,1704_80_60,276,Tech_rep_3_1704_80_60,1704_80_60,,2017_4_80_60,CO284,CO1_2017_4_80_60_1_3,2017_4_80_60,2017,1,3,Sample,NA,4/11/17,34.14817,-121.15233,34.14817 N 121.15233 W,125
CO1_ETHOHJAR.255.S321.L002,Tech_rep_3_1704_86.7_50,1704_86.7_50,277,Tech_rep_3_1704_86.7_50,1704_86.7_50,,2017_4_86.7_50,CO285,CO1_2017_4_86.7_50_1_3,2017_4_86.7_50,2017,1,3,Sample,NA,4/6/17,33.32372,-119.66018,33.32372 N 119.66018 W,125
CO1_ETHOHJAR.256.S322.L002,Tech_rep_3_1704_93.3_60,1704_93.3_60,278,Tech_rep_3_1704_93.3_60,1704_93.3_60,,2017_3_93.3_60,CO286,CO1_2017_3_93.3_60_1_3,2017_3_93.3_60,2017,1,3,Sample,NA,3/30/17,31.84467,-119.57317,31.84467 N 119.57317 W,125
CO1_ETHOHJAR.257.S323.L002,Tech_rep_3_1804_80_60,1804_80_60,279,Tech_rep_3_1804_80_60,1804_80_60,,2018_4_80_60,CO287,CO1_2018_4_80_60_1_3,2018_4_80_60,2018,1,3,Sample,NA,4/18/18,34.14462,-121.1617,34.14462 N 121.1617 W,125
CO1_ETHOHJAR.258.S324.L002,Tech_rep_3_1804_86.7_50,1804_86.7_50,280,Tech_rep_3_1804_86.7_50,1804_86.7_50,,2018_4_86.7_50,CO288,CO1_2018_4_86.7_50_1_3,2018_4_86.7_50,2018,1,3,Sample,NA,4/12/18,33.31112,-119.6585,33.31112 N 119.6585 W,125
CO1_ETOHJAR.283.S353.L002,Tech_rep_3_1804_86.7_50_CN,1804_86.7_50_CN,281,Tech_rep_3_1804_86.7_50_CN,1804_86.7_50_CN,,2018_4_86.7_50_CN,CO289,CO1_2018_4_86.7_50_2_3,2018_4_86.7_50,2018,2,3,Sample,NA,4/12/18,33.31112,-119.6585,33.31112 N 119.6585 W,125
CO1_ETOHJAR.284.S354.L002,Tech_rep_3_1804_93.3_30,1804_93.3_30,282,Tech_rep_3_1804_93.3_30,1804_93.3_30,,2018_4_93.3_30,CO290,CO1_2018_4_93.3_30_1_3,2018_4_93.3_30,2018,1,3,Sample,NA,4/6/18,32.84637,-117.5232,32.84637 N 117.5232 W,125
CO1_ETOHJAR.285.S355.L002,Tech_rep_3_1804_93.3_60,1804_93.3_60,283,Tech_rep_3_1804_93.3_60,1804_93.3_60,,2018_4_93.3_60,CO291,CO1_2018_4_93.3_60_1_3,2018_4_93.3_60,2018,1,3,Sample,NA,4/7/18,31.84667,-119.5725,31.84667 N 119.5725 W,125
CO1_ETOHJAR.286.S356.L002,Tech_rep_3_1904_80_60_J1,1904_80_60_J1,284,Tech_rep_3_1904_80_60_J1,1904_80_60_J1,,2019_4_80_60_J1,CO292,CO1_2019_4_80_60_1_3,2019_4_80_60,2019,1,3,Sample,NA,4/15/19,34.14882,-121.15433,34.14882 N 121.15433 W,125
CO1_ETOHJAR.287.S357.L002,Tech_rep_3_1904_80_60_J2,1904_80_60_J2,285,Tech_rep_3_1904_80_60_J2,1904_80_60_J2,,2019_4_80_60_J2,CO293,CO1_2019_4_80_60_2_3,2019_4_80_60,2019,2,3,Sample,NA,4/15/19,34.14882,-121.15433,34.14882 N 121.15433 W,125
CO1_ETOHJAR.288.S358.L002,Tech_rep_3_1904_86.7_50,1904_86.7_50,286,Tech_rep_3_1904_86.7_50,1904_86.7_50,,2019_4_86.7_50,CO294,CO1_2019_4_86.7_50_1_3,2019_4_86.7_50,2019,1,3,Sample,NA,4/8/19,33.32117,-119.66517,33.32117 N 119.66517 W,125
CO1_ETOHJAR.289.S359.L002,Tech_rep_3_1904_93.3_30,1904_93.3_30,287,Tech_rep_3_1904_93.3_30,1904_93.3_30,,2019_4_93.3_30,CO295,CO1_2019_4_93.3_30_1_3,2019_4_93.3_30,2019,1,3,Sample,NA,4/3/19,32.845,-117.52782,32.845 N 117.52782 W,125
CO1_ETOHJAR.290.S360.L002,Tech_rep_3_1904_93.3_60,1904_93.3_60,288,Tech_rep_3_1904_93.3_60,1904_93.3_60,,2019_4_93.3_60,CO296,CO1_2019_4_93.3_60_1_3,2019_4_93.3_60,2019,1,3,Sample,NA,4/4/19,31.84682,-119.57432,31.84682 N 119.57432 W,125
missing,Tech_rep_1_Blank_1__,Blank_1__,289,Tech_rep_1_Blank_1__,Blank_1__,,Blank_1__,CO97,CO1_Blank_1__1_1,Blank_1_,NA,1,1,Sample,NA,NA,NA,NA,NA,NA
missing,Tech_rep_1_Blank_2__,Blank_2__,290,Tech_rep_1_Blank_2__,Blank_2__,,Blank_2__,CO98,CO1_Exp_2__1_1,Exp_2_,NA,1,1,Control,Neg,NA,NA,NA,NA,NA
missing,Tech_rep_1_Camel,Camel,291,Tech_rep_1_Camel,Camel,,Camel,CO99,CO1_Camel_1_1,Camel,NA,1,1,Control,Pos,NA,NA,NA,NA,NA
CO1_ETHOHJAR.262.S328.L002,Tech_rep_1_PCR_Negative,PCR_Negative,292,Tech_rep_1_PCR_Negative,PCR_Negative,,PCR_Negative,CO100,CO1_PCR_Negative_1_1,PCR_Negative,NA,1,1,Control,Neg,NA,NA,NA,NA,NA
CO1_ETHOHJAR.263.S329.L002,Tech_rep_2_Blank_1__,Blank_1__,293,Tech_rep_2_Blank_1__,Blank_1__,,Blank_1__,CO197,CO1_Blank_1__1_2,Blank_1_,NA,1,2,Control,Neg,NA,NA,NA,NA,NA
CO1_ETHOHJAR.264.S330.L002,Tech_rep_2_Blank_2__,Blank_2__,294,Tech_rep_2_Blank_2__,Blank_2__,,Blank_2__,CO198,CO1_Exp_2__1_2,Exp_2_,NA,1,2,Control,Neg,NA,NA,NA,NA,NA
CO1_ETHOHJAR.265.S331.L002,Tech_rep_2_Camel,Camel,295,Tech_rep_2_Camel,Camel,,Camel,CO199,CO1_Camel_1_2,Camel,NA,1,2,Control,Pos,NA,NA,NA,NA,NA
CO1_ETHOHJAR.266.S332.L002,Tech_rep_2_PCR_Negative,PCR_Negative,296,Tech_rep_2_PCR_Negative,PCR_Negative,,PCR_Negative,CO200,CO1_PCR_Negative_1_2,PCR_Negative,NA,1,2,Control,Neg,NA,NA,NA,NA,NA
CO1_BLANK.3.S333.L002,Tech_rep_3_Blank_1__,Blank_1__,297,Tech_rep_3_Blank_1__,Blank_1__,,Blank_1__,CO297,CO1_Blank_1__1_3,Blank_1_,NA,1,3,Control,Neg,NA,NA,NA,NA,NA
CO1_BLANK.4.S334.L002,Tech_rep_3_Blank_2__,Blank_2__,298,Tech_rep_3_Blank_2__,Blank_2__,,Blank_2__,CO298,CO1_Exp_2__1_3,Exp_2_,NA,1,3,Control,Neg,NA,NA,NA,NA,NA
CO1_CAMEL.2.S335.L002,Tech_rep_3_Camel,Camel,299,Tech_rep_3_Camel,Camel,,Camel,CO299,CO1_Camel_1_3,Camel,NA,1,3,Control,Pos,NA,NA,NA,NA,NA
CO1_PCR.NEG.3.S336.L002,Tech_rep_3_PCR_Negative,PCR_Negative,300,Tech_rep_3_PCR_Negative,PCR_Negative,,PCR_Negative,CO300,CO1_PCR_Negative_1_3,PCR_Negative,NA,1,3,Control,Neg,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
